user,story,score,bleu-1,bleu-2,bleu-3,bleu-4
Test User 1101 ,My Home,0.9733920862325528,0.4230608746671736,0.47749916134118126,0.4973351420673187,0.5075939454456542
Test User 1101 ,The Moon and The Cap,0.9638350270975469,0.41075303539399827,0.4649271993871452,0.48484678681879306,0.49518657530727533
Test User 1101 ,The Rabbit's Long Ears,0.9554524994897252,0.3235378407350471,0.36525851088826405,0.3806327767362596,0.3886210148602281
Test User 1101 ,Turtle Story,0.948290998369862,0.5588074906571598,0.6431766987574518,0.6746377544958349,0.691057971473545
Test User 1101 ,Under My Bed,0.0,0.0,0.0,0.0,0.0
Test User 1101 ,Whats That Smell,0.9024580435318564,0.26165247340881176,0.29689819313900423,0.3100838106802305,0.3169827944749181
Test User 1201 ,A Helping Hand,0.0,0.0,0.0,0.0,0.0
Test User 1201 ,My Home,0.0,0.0,0.0,0.0,0.0
Test User 1201 ,Under My Bed,0.0,0.0,0.0,0.0,0.0
Test User 1301 ,My Home,0.96449960850754,0.41676135542201237,0.47356200123454184,0.4945591137050825,0.5054819312435422
Test User 1301 ,Turtle Story,0.0,0.0,0.0,0.0,0.0
Test User 1301 ,Under My Bed,0.9248772046891623,0.4110152992868017,0.4833191680870606,0.511030313666136,0.5256593150475972
Test User 1301 ,Whats That Smell,0.0,0.0,0.0,0.0,0.0
Test User 1302 ,A Helping Hand,0.9604168556847096,0.5221855532353059,0.5948716069483526,0.62159047295822,0.6354548349445625
Test User 1302 ,All Aboard,0.9087270178097298,0.3066897677020506,0.35844992997496555,0.37900853259799416,0.3900517359887896
Test User 1302 ,At Least I'm Ok,0.9601995856064155,0.35878616504998284,0.4047819122370009,0.4216465630677729,0.43039078333878544
Test User 1302 ,How to be an Otter,0.9611733482382887,0.3692124768988031,0.4111858435187171,0.4263495713414172,0.4341667479343994
Test User 1302 ,Jungle Brew,0.9469898286971674,0.3698797074166332,0.4111593060326756,0.4261905819960559,0.43396511381782416
Test User 1302 ,My Best Friend,0.9457482873573657,0.5021445990839085,0.5842804499702513,0.6148971035852575,0.6308713325721941
Test User 1302 ,The Rabbit's Long Ears,0.9494566269607698,0.3275610537697949,0.3678832893881867,0.3825390909354261,0.3901125658375589
Test User 1401 ,A Helping Hand,0.949952719760873,0.5031186601460065,0.5817075793106495,0.6111049753647432,0.6264720740665302
Test User 1401 ,All Aboard,0.9121017887216998,0.2938699535799593,0.3460124104267562,0.3659172241724809,0.3764044107287854
Test User 1401 ,At Least I'm Ok,0.9601391893100989,0.35321037419182144,0.4014887292351251,0.41938806414061636,0.4287105405663915
Test User 1401 ,How to be an Otter,0.9628731815885213,0.363013770058644,0.40785941736126824,0.4240806096005221,0.432445680667811
Test User 1401 ,Jungle Brew,0.9526270668570932,0.37376434309830336,0.4148361496151221,0.4296722705263405,0.43732041806864796
Test User 1401 ,My Best Friend,0.9441432203561729,0.481127911634925,0.5701357410937237,0.6040313422761541,0.6218668246751222
Test User 1401 ,My Home,0.9640867962169826,0.41523069253669026,0.472980473244811,0.49422339260320286,0.5052514103827788
Test User 1401 ,The Moon and The Cap,0.9544845972053576,0.4040617369030281,0.46096743114025146,0.48205280687928276,0.4930305150903275
Test User 1401 ,The Rabbit's Long Ears,0.9506820721452427,0.3282516989488865,0.36814589538560766,0.38269255369693894,0.39021907489335134
Test User 1401 ,Turtle Story,0.9317412525349733,0.5417932392796522,0.6328138879145394,0.667107250171948,0.6850784078075618
Test User 1401 ,Under My Bed,0.9163314527836681,0.42390750425726076,0.4905309965253374,0.5158229416589378,0.5291504225698732
Test User 1401 ,Whats That Smell,0.8924254082603875,0.2602458468613931,0.296249795222607,0.3097547615946687,0.3168262662338679
Test User 1601 ,A Helping Hand,0.9638785522973329,0.5151580770696987,0.5876757343093332,0.6151718116538789,0.6296645501113056
Test User 1601 ,All Aboard,0.9114384397800538,0.30220125293443684,0.3542308801787781,0.3738870771373174,0.38419818515992193
Test User 1601 ,At Least I'm Ok,0.9649676825330183,0.37386728129331,0.4133620068379654,0.42761953635373184,0.43496866033958376
Test User 1601 ,How to be an Otter,0.969979863214497,0.3763562569228321,0.4151899792519004,0.4291244722664024,0.43628891618606447
Test User 1601 ,Jungle Brew,0.9528038421728112,0.36517774211955195,0.4095424918344873,0.42581378514411333,0.4342531489483892
Test User 1601 ,My Best Friend,0.9649452095691852,0.49369638172270275,0.5799356780081227,0.6129766085689202,0.6304154863743351
Test User 1601 ,My Home,0.9676937226839938,0.43101136231591947,0.48211129044880086,0.5005903236893662,0.5101192256759004
Test User 1601 ,The Moon and The Cap,0.9538143923773955,0.4042401381934999,0.4609222020688593,0.48198653275239633,0.49296628359007116
Test User 1601 ,The Rabbit's Long Ears,0.9550830543735778,0.32785074503031497,0.3678875383207293,0.38250636816606637,0.3900740457670883
Test User 1601 ,Turtle Story,0.9420085507326417,0.5481078346208732,0.6365862453027233,0.6696929035003047,0.6869942970729336
Test User 1601 ,Under My Bed,0.9267024945240965,0.39153123427436154,0.46990253707839735,0.5009117082496293,0.5175084024847717
Test User 1601 ,Whats That Smell,0.9104548884213776,0.26410646715643205,0.2990134255893609,0.3120183392889056,0.31880741627621767
Test User 301 ,A Helping Hand,0.963005413489306,0.5331666679739209,0.6007986459098165,0.6256859753875124,0.6386105746225803
Test User 301 ,All Aboard,0.9008751369421112,0.306419155814063,0.3567390007165228,0.3758849945608386,0.38596009225131667
Test User 301 ,How to be an Otter,0.9632480783219337,0.37401750962766434,0.41385519561296946,0.42819395369152197,0.4355751815548671
Test User 301 ,My Best Friend,0.9518776233831638,0.5049354094069999,0.5861181301845599,0.6162826816124805,0.632001953989446
Test User 301 ,My Home,0.9611510423765595,0.4254934092622025,0.47820491295369266,0.49762562655312936,0.5077185149571485
Test User 301 ,The Moon and The Cap,0.9555508277167031,0.4077505188516722,0.4625029990658273,0.48297560172018345,0.4936793772088772
Test User 301 ,The Rabbit's Long Ears,0.9568439867816533,0.33667176273805965,0.37306784518884906,0.38615134976875887,0.3928827038953858
Test User 301 ,Turtle Story,0.0,0.0,0.0,0.0,0.0
Test User 301 ,Under My Bed,0.9160298082611302,0.43892530510557953,0.5029426063068771,0.5267517538090357,0.5391668728430047
Test User 301 ,Whats That Smell,0.8987651447567448,0.26713807054212196,0.30081286602576546,0.31317814434712477,0.3195941513084945
Test User 401 ,A Helping Hand,0.9546395313637224,0.5006973365035743,0.5819018658188259,0.6124069821291751,0.6283753228985333
Test User 401 ,All Aboard,0.9028958095411554,0.3044747479899146,0.35194829116499315,0.37007285046058425,0.3796264939623686
Test User 401 ,At Least I'm Ok,0.9564055252480559,0.35810625447200034,0.40394450033982976,0.4210095702021352,0.42991769108159383
Test User 401 ,How to be an Otter,0.9673338661247054,0.37043625039849193,0.4116982775646255,0.4266634880434574,0.43439090754278137
Test User 401 ,Jungle Brew,0.949472041543059,0.3587410841450106,0.4047135519689845,0.42165082595168696,0.4304498708664467
Test User 401 ,My Best Friend,0.962370547840139,0.5002899378214583,0.5832017041231972,0.6141887428294229,0.6303726514871597
Test User 401 ,My Home,0.9654770859517873,0.42846662927607754,0.4804877184821301,0.49939430450573574,0.5091638157301359
Test User 401 ,The Moon and The Cap,0.9626858505238081,0.41167764217681224,0.46531037729565455,0.48508115849110744,0.49535390798745543
Test User 401 ,The Rabbit's Long Ears,0.9589314798782077,0.3298478291575536,0.369260939289593,0.38351811771005806,0.39087091157904524
Test User 401 ,Turtle Story,0.9425954225933492,0.5511172372891139,0.638672712717671,0.6714397926991648,0.6885768477207057
Test User 401 ,Under My Bed,0.9427688806732416,0.42854613745752246,0.4934714255835898,0.5179023902701023,0.5307052750317522
Test User 401 ,Whats That Smell,0.9126508686792921,0.2652073484685368,0.29818331642127316,0.31049384416331427,0.3169324722262322
Test User 501 ,A Helping Hand,0.9698160065173278,0.5152001207922052,0.5920582543443133,0.6206172003616267,0.635503565310337
Test User 501 ,All Aboard,0.9087916276772798,0.30356900456709507,0.3526206054706161,0.37131050198179,0.38115458823103837
Test User 501 ,At Least I'm Ok,0.9674492799426312,0.3755081980521891,0.414203990012567,0.4281855385910303,0.43539490897081545
Test User 501 ,How to be an Otter,0.9373127291138814,0.3641072979517896,0.4078766400073574,0.42393601492145644,0.43227189634080515
Test User 501 ,Jungle Brew,0.9563804261826914,0.3702007072109675,0.41214315546140506,0.42735710727368503,0.4352125399157279
Test User 501 ,My Best Friend,0.9544029287596951,0.4980757163597885,0.583647270737325,0.6155503064611173,0.6321942300995724
Test User 501 ,My Home,0.9702446026860319,0.43137831677749516,0.48244319060769936,0.5008789449593438,0.5103791684468602
Test User 501 ,The Moon and The Cap,0.9551612961384096,0.406327374074123,0.46168932178221356,0.48240996406093445,0.493246320150402
Test User 501 ,The Rabbit's Long Ears,0.9524502217571732,0.32751620741677984,0.36775951889186687,0.3824316621788689,0.39002230402469606
Test User 501 ,Turtle Story,0.9496725533278548,0.5653413362918198,0.6467261016363794,0.6769244530244737,0.692655271854378
Test User 501 ,Under My Bed,0.9392560200439389,0.4243309088189534,0.4914083396052824,0.5165557561526893,0.529709380590948
Test User 501 ,Whats That Smell,0.9144498719709664,0.2648174769627358,0.2996520058209347,0.31254412983668606,0.31925451414722306
Test User 601 ,A Helping Hand,0.9615158508283813,0.5165939134638426,0.5911313834592464,0.618840248684925,0.6332882763350202
Test User 601 ,All Aboard,0.9093723699932755,0.28976839217012895,0.3430039432369744,0.36353174711591824,0.37438936675710127
Test User 601 ,At Least I'm Ok,0.9556297971172548,0.35637394300891095,0.4034795039824412,0.42082011590670343,0.42982609172444564
Test User 601 ,How to be an Otter,0.956884466410654,0.37377423062575543,0.4135879274155056,0.4279783296089422,0.43539863431311954
Test User 601 ,Jungle Brew,0.936202815965339,0.37617067378135355,0.41552721924933783,0.4297102153391331,0.43701503732907676
Test User 601 ,My Best Friend,0.9527093187738448,0.49595414933311627,0.5822401601868336,0.6149987170192105,0.6322177084238018
Test User 601 ,My Home,0.9658082761375891,0.4284066902342116,0.48033535579129216,0.49931304816202365,0.5091410002438632
Test User 601 ,The Moon and The Cap,0.9431490695314049,0.39179429050365255,0.45331248498206866,0.4765561471436965,0.4887517638470175
Test User 601 ,The Rabbit's Long Ears,0.9433947273058574,0.32738617731446523,0.3675667074852758,0.3822685926189686,0.38988607133271896
Test User 601 ,Turtle Story,0.9361685867242924,0.5802364911759905,0.6562465887705956,0.6842296474504316,0.698764395412778
Test User 601 ,Under My Bed,0.923679537838982,0.4131370337067422,0.4855601589505355,0.5130064075274283,0.5274262701945682
Test User 601 ,Whats That Smell,0.8941574241173045,0.26166194668975273,0.29804813081943266,0.3116100642825683,0.31868938926163104
Test User 701 ,A Helping Hand,0.9692998318572752,0.513332572201136,0.5870658281867,0.6143212409739638,0.628497437210046
Test User 701 ,All Aboard,0.9033567095996992,0.32902333995580285,0.36563236574822605,0.3791144738039729,0.3861205552642873
Test User 701 ,At Least I'm Ok,0.9608707798069304,0.3762768409409591,0.41473035087626187,0.42857311523633645,0.4357001405783741
Test User 701 ,How to be an Otter,0.9533952584774863,0.35866823488560917,0.40514285649278403,0.42213308779658015,0.4309314571867492
Test User 701 ,Jungle Brew,0.9480783795842562,0.3699643315577366,0.4120705916324177,0.42738638034394916,0.43530419978602025
Test User 701 ,My Best Friend,0.9609790002969975,0.5016082647476523,0.5857679581144469,0.6176452954991415,0.6343952469687059
Test User 701 ,My Home,0.9631450889484034,0.4298971329862845,0.4815878545394582,0.5002806556539151,0.5099195390305684
Test User 701 ,The Moon and The Cap,0.0,0.0,0.0,0.0,0.0
Test User 701 ,The Rabbit's Long Ears,0.9429100950957008,0.32397810991188214,0.3657462407307123,0.3810302045706957,0.38894823214581975
Test User 701 ,Turtle Story,0.9401941025632972,0.5689351657092144,0.6499288321860266,0.6798658624130157,0.6954354250438937
Test User 701 ,Under My Bed,0.9213324655902702,0.4244687687071924,0.48873437599075314,0.5130189401086637,0.5257672824183238
Test User 701 ,Whats That Smell,0.0,0.0,0.0,0.0,0.0
Test User 801 ,A Helping Hand,0.9611845467711004,0.5049524850278712,0.5839070185534295,0.6136320547985556,0.6292211801160239
Test User 801 ,All Aboard,0.8913365270506909,0.29430448722080027,0.34844852031993767,0.3690884360831356,0.379955805484239
Test User 801 ,At Least I'm Ok,0.9554889845599175,0.3633015755493007,0.40722253979084316,0.4233732987686521,0.4317617607038212
Test User 801 ,How to be an Otter,0.9611750937734419,0.3622464899388934,0.40721681775850943,0.42358421508991145,0.43204624255023755
Test User 801 ,Jungle Brew,0.9360613536064958,0.3605929850643064,0.40605949529982566,0.42270995421291024,0.43133893035391624
Test User 801 ,My Best Friend,0.9641653088585231,0.49321450159298025,0.5794736196954197,0.6118588772687081,0.6288001113947495
Test User 801 ,My Home,0.971938536675784,0.422448243090601,0.4767389807567702,0.496700599444289,0.5070657151191212
Test User 801 ,The Moon and The Cap,0.9595889400701815,0.4107471826838712,0.46473151179654265,0.4846644354188993,0.49502889946946604
Test User 801 ,The Rabbit's Long Ears,0.9539320041686606,0.3154634502975722,0.3609967523405087,0.377744943462496,0.38643824391768883
Test User 801 ,Turtle Story,0.9423803892963812,0.5568817599526296,0.6415038575095316,0.6731815669687943,0.689744468363055
Test User 801 ,Under My Bed,0.9267437728272199,0.4056014445566942,0.48022353628642955,0.508882900485666,0.5240170917113403
Test User 801 ,Whats That Smell,0.8891661339862668,0.2561575576512777,0.2939593222968624,0.3082556203009065,0.31576420557707885
Test User 901 ,A Helping Hand,0.966580441144008,0.5229558471650912,0.5937567105611105,0.6197308762248607,0.6332003425511
Test User 901 ,All Aboard,0.9216948989682885,0.318912997146626,0.360050755935283,0.3752701760717952,0.38318927596378627
Test User 901 ,At Least I'm Ok,0.9650586835457231,0.37369039259518977,0.41308401999891553,0.42738661940105105,0.4347752956248419
Test User 901 ,How to be an Otter,0.9642338925470576,0.36838063570137025,0.410579269109167,0.42589670487962106,0.433807976826594
Test User 901 ,Jungle Brew,0.9501837487295104,0.37030823533473284,0.41247513636400973,0.4277714822660696,0.43566969597504707
Test User 901 ,My Best Friend,0.9611571171713705,0.49719450123017117,0.583541665175777,0.6161828870569057,0.6333114355253365
Test User 901 ,My Home,0.970586954762465,0.4207212268654601,0.4763653376562848,0.4966439758197445,0.5071317781942042
Test User 901 ,The Moon and The Cap,0.9552170703008631,0.4126941748810973,0.4658379532225013,0.48543085192924373,0.49561429702545856
Test User 901 ,The Rabbit's Long Ears,0.9486568091458583,0.3271762942411827,0.3675251347814934,0.3822582284459988,0.3898853246422878
Test User 901 ,Turtle Story,0.94307009962583,0.5674402695604777,0.6474637024795964,0.6772004080024202,0.692704579660383
Test User 901 ,Under My Bed,0.9247397688276703,0.42870360415909536,0.49514987545432065,0.5197798212044346,0.5326020696406233
Test User 901 ,Whats That Smell,0.9070716844821245,0.2616063242722887,0.29683411728911246,0.3099813969711664,0.31685349130782664
