id,corpus,src
3666,sand_test1 | English,my name is sandipan
2308,Under My Bed PE L2 | Hindi,कोई शेर - वेर नहीं है
2307,Under My Bed PE L2 | Hindi,अरे
2306,Under My Bed PE L2 | Hindi,माँ झुकती हैं और शेर को खींचकर बाहर निकालती हैं
2305,Under My Bed PE L2 | Hindi,मैं शेर की ओर इशारा करता हूँ
2304,Under My Bed PE L2 | Hindi,मुझे बुलाया था
2303,Under My Bed PE L2 | Hindi,माँ कहती हैं
2302,Under My Bed PE L2 | Hindi,क्या बात है बेटा
2301,Under My Bed PE L2 | Hindi,दरवाज़े पर माँ खड़ी हैं
2300,Under My Bed PE L2 | Hindi,अचानक किसी ने बत्ती जलाई
2299,Under My Bed PE L2 | Hindi,मगर नींद नहीं आती
2298,Under My Bed PE L2 | Hindi,फिर से सो जाऊँ
2297,Under My Bed PE L2 | Hindi,कहीं शेर दहाड़ने लगा तो
2296,Under My Bed PE L2 | Hindi,माँ को बुलाऊँ
2295,Under My Bed PE L2 | Hindi,अब क्या करूँ
2294,Under My Bed PE L2 | Hindi,मेरे पलंग के नीचे शेर है
2293,Under My Bed PE L2 | Hindi,हाय
2292,Under My Bed PE L2 | Hindi,पानी लाने के लिए मैंने अपनी चप्पल ढूँढी
2291,Under My Bed PE L2 | Hindi,मुझे प्यास लगी थी
2290,Under My Bed PE L2 | Hindi,मेरी आँख खुली
2289,All Aboard PE L2 | Hindi,मुझे पीला - पीला कुछ दिख रहा है
2288,All Aboard PE L2 | Hindi,"अब मेरी बारी है , माँ ने कहा"
2287,All Aboard PE L2 | Hindi,नीना ने किताब नीचे रख दी और उनकी बातें सुनने लगी
2286,All Aboard PE L2 | Hindi,बाबा तालियाँ बजाते हुए बोले
2285,All Aboard PE L2 | Hindi,सही जवाब है सूटकेस
2284,All Aboard PE L2 | Hindi,माँ ने पूछा
2283,All Aboard PE L2 | Hindi,सूटकेस
2282,All Aboard PE L2 | Hindi,पहाड़ियाँ
2281,All Aboard PE L2 | Hindi,मेरे जूते
2280,All Aboard PE L2 | Hindi,"मुझे कुछ दिखाई दे रहा है जिसका रंग भूरा है , बाबा ने कहा"
2279,All Aboard PE L2 | Hindi,"मेरा पसंदीदा खेल , माँ बोली"
2278,All Aboard PE L2 | Hindi,ओह
2277,All Aboard PE L2 | Hindi,बाबा ने कहना शुरू किया
2276,All Aboard PE L2 | Hindi,मैं देख रहा हूँ
2275,All Aboard PE L2 | Hindi,फिर बाबा मुस्कराए
2274,All Aboard PE L2 | Hindi,माँ और बाबा को कुछ समझ में नहीं आ रहा था कि वह और क्या कर सकते हैं
2273,All Aboard PE L2 | Hindi,नीना ने न में सिर हिलाते हुए कहा
2272,All Aboard PE L2 | Hindi,मैंने मना किया न
2271,All Aboard PE L2 | Hindi,नहीं
2270,All Aboard PE L2 | Hindi,टॉफ़ी
2269,All Aboard PE L2 | Hindi,खीरा खाएगी
2268,All Aboard PE L2 | Hindi,डंडी वाली आइसक्रीम चाहिए
2267,All Aboard PE L2 | Hindi,कोन वाली आइसक्रीम खाएगी
2266,All Aboard PE L2 | Hindi,कप वाली आइसक्रीम लेगी
2265,All Aboard PE L2 | Hindi,रेलगाड़ी में माँ और बाबा ने उसे मनाने की बहुत कोशिश की
2264,All Aboard PE L2 | Hindi,लेकिन नीना कुछ भी सुनने को तैयार ही नहीं है
2263,All Aboard PE L2 | Hindi,तुम्हें नये साथी - सहेली मिल जाएंगे और नया पुचकेवाला भी मिल जायेगा
2262,All Aboard PE L2 | Hindi,"परेशान मत हो , नीना , बाबा बोले"
2261,All Aboard PE L2 | Hindi,"बाबा , आप कोलकाता में ही कोई दूसरी नौकरी क्यों नहीं ढूँढ लेते"
2260,All Aboard PE L2 | Hindi,यहाँ जैसे बढ़िया पुचके मुझे कहाँ मिलेंगे
2259,All Aboard PE L2 | Hindi,मेरे सारे दोस्तों - सहेलियों को मेरी याद ज़रूर आयेगी
2258,All Aboard PE L2 | Hindi,नीना ने पूछा
2257,All Aboard PE L2 | Hindi,क्या हमें सचमुच यहाँ से जाना ही पड़ेगा
2256,All Aboard PE L2 | Hindi,"उसका परिवार कोलकता से दिल्ली जा रहा है , क्योंकि उन्हें अब वहीं रहना है"
2255,All Aboard PE L2 | Hindi,लेकिन वह ज़रा भी ख़ुश नहीं है
2254,All Aboard PE L2 | Hindi,नीना पहली बार रेल से सफ़र करने जा रही है
2253,नानी की ऐनक BL L2 | English,she really is the best
2252,नानी की ऐनक BL L2 | English,i love my grandma
2251,नानी की ऐनक BL L2 | English,the yellow sweater that she knitted for me is my favorite
2250,नानी की ऐनक BL L2 | English,"she tells me interesting tales from her childhood , while i help her peel the peas"
2249,नानी की ऐनक BL L2 | English,i like to help my grandma
2248,नानी की ऐनक BL L2 | English,she shoos them away with a newspaper in hand
2247,नानी की ऐनक BL L2 | English,she is not afraid of spiders
2246,नानी की ऐनक BL L2 | English,grandma is also very brave
2245,नानी की ऐनक BL L2 | English,my grandma also helps me read new books
2244,नानी की ऐनक BL L2 | English,her laddoos are big and soft with a tiny cashew nut on top
2243,नानी की ऐनक BL L2 | English,she makes yummy laddoos for me
2242,नानी की ऐनक BL L2 | English,my favorite person in my family is my grandma
2241,कछुआ BL L4 | English,i wondered how i would find it
2240,कछुआ BL L4 | English,"they said it was full of beautiful , brightly - coloured creatures , both harmless ones like the clown fish and poisonous ones like the scorpion fish"
2239,कछुआ BL L4 | English,everyone said the reef was the fairyland of the ocean
2238,कछुआ BL L4 | English,i had heard wonderful things about a place called the reef where a lot of other turtles lived
2237,कछुआ BL L4 | English,"i enjoyed it very much , but as i grew up , i decided it was time to explore the big wide world outside the raft"
2236,कछुआ BL L4 | English,being on the raft was like going on a world cruise
2235,कछुआ BL L4 | English,"i would not leave this safe haven for many , many years"
2234,कछुआ BL L4 | English,"gratefully , i slipped into the raft"
2233,कछुआ BL L4 | English,"on and in the raft are the drifters , all the seas little and not - so - little creatures that float around the ocean , waiting for something to happen"
2232,कछुआ BL L4 | English,"a seaweed raft is just that , a floating mass of seaweed and driftwood that travels around the ocean , carried along by the current"
2231,कछुआ BL L4 | English,"just when i was beginning to tire , i saw a seaweed raft"
2230,कछुआ BL L4 | English,"moments later , i was swimming as fast as i could , with those big teeth snapping at my little hind flippers"
2229,कछुआ BL L4 | English,"mmmmm , he seemed to be thinking , baby turtle soup"
2228,कछुआ BL L4 | English,"when he saw me , his eyes lit up"
2227,कछुआ BL L4 | English,i could tell he was a really hungry fish too
2226,कछुआ BL L4 | English,chasing them was a really big fish
2225,कछुआ BL L4 | English,"just as i was beginning to think that i would love to spend the rest of my life here , a school of fish went by"
2224,कछुआ BL L4 | English,"the sun warmed me , and filled me with new energy"
2223,कछुआ BL L4 | English,"but that does not matter when the sun is shining , and your stomach is full"
2222,कछुआ BL L4 | English,i did not know where i was
2221,कछुआ BL L4 | English,"i tucked my flippers beneath my body and floated for a while , letting the current carry me"
2220,कछुआ BL L4 | English,"there was blue and green water in every direction , and the sunlight was playing games with the clouds"
2219,कछुआ BL L4 | English,"i was a baby sea turtle - an olive ridley - in the middle of a big blue world , which i had heard someone call the ocean"
2218,कछुआ BL L4 | English,and then i remembered
2217,कछुआ BL L4 | English,"i looked around me , wondering where i was"
2216,कछुआ BL L4 | English,"when i woke up in the morning , the sun was shining again"
2215,मसाला चाय BL L4 | English,she would tell everyone about this mysterious place
2214,मसाला चाय BL L4 | English,"maya believed that if she ever had the chance to go to senseless point , she would return to her hamlet and describe it to everyone"
2213,मसाला चाय BL L4 | English,"from all the talk around , it seemed like a mysterious place promising an experience of a lifetime"
2212,मसाला चाय BL L4 | English,a few people from the neighbouring villages had been there but no one from her own village
2211,मसाला चाय BL L4 | English,everybody in the village talked of senseless point
2210,मसाला चाय BL L4 | English,she had to stop dreaming of faraway lands when she had never even been to senseless point
2209,मसाला चाय BL L4 | English,her heart would race and thump loudly as rahm would speak but it would always end with a deep sigh
2208,मसाला चाय BL L4 | English,she longed to visit these lands and see their different sights
2207,मसाला चाय BL L4 | English,maya loved to hear rahms tales
2206,मसाला चाय BL L4 | English,he would also tell her of his flights to different lands and of people who lived there
2205,मसाला चाय BL L4 | English,"then there was rahm the parrot , who would fly in to the village every morning , perch himself atop a tree facing mayas hut , and tell her of the entire buzz in the forest"
2204,मसाला चाय BL L4 | English,waking up to those refreshing scents was the best way for maya to begin her day
2203,मसाला चाय BL L4 | English,then there were days when all she could smell was a familiar bouquet
2202,मसाला चाय BL L4 | English,at other times it was a strong and sharp scent
2201,मसाला चाय BL L4 | English,"sometimes she could smell a sweet , sweet fragrance"
2200,मसाला चाय BL L4 | English,she loved to take in deep breaths every morning as the air carried all kinds of different aromas
2199,मसाला चाय BL L4 | English,"she , along with her friends , would prance through the endless forests around her village"
2198,मसाला चाय BL L4 | English,maya was as sprightly as her name
2197,मसाला चाय BL L4 | English,"on misty days , the leaves of plants and trees held the biggest dewdrops you could imagine"
2196,मसाला चाय BL L4 | English,her house was surrounded by the tallest and greenest trees you would have ever seen
2195,मसाला चाय BL L4 | English,she lived in a hut with her mother
2194,मसाला चाय BL L4 | English,"in a little hilly hamlet of southern india , lived a young girl called maya"
2193,थोड़ी सी मदद BL L4 | English,"see you , me"
2192,थोड़ी सी मदद BL L4 | English,"also , i saw what happened at lunch"
2191,थोड़ी सी मदद BL L4 | English,it took me some time to understand
2190,थोड़ी सी मदद BL L4 | English,then i thought it was a toy hand
2189,थोड़ी सी मदद BL L4 | English,"it looked weird , like it was covered in plastic or something"
2188,थोड़ी सी मदद BL L4 | English,"then , when i came closer , i saw that something was not quite right"
2187,थोड़ी सी मदद BL L4 | English,at first i could not tell what the problem was
2186,थोड़ी सी मदद BL L4 | English,i saw how you did everything with one hand and how your left hand never moved
2185,थोड़ी सी मदद BL L4 | English,"yes , i noticed it the first day when you came into the classroom"
2184,थोड़ी सी मदद BL L4 | English,"to be really honest , i ca not say i am not curious myself or that i do not have the same questions the others are asking me"
2183,थोड़ी सी मदद BL L4 | English,how am i supposed to know why you have that thing or how it works
2182,थोड़ी सी मदद BL L4 | English,what is the point of asking me
2181,थोड़ी सी मदद BL L4 | English,"me hello , i keep telling them that they can ask you whatever they want to know"
2180,थोड़ी सी मदद BL L4 | English,this is all your fault
2179,थोड़ी सी मदद BL L4 | English,i tore my shirt and ma was angry with me
2178,थोड़ी सी मदद BL L4 | English,then they threw it into the thicket by the side of the road and i had to scramble down into the mountainside to get it
2177,थोड़ी सी मदद BL L4 | English,they took my bag and would not give it back
2176,थोड़ी सी मदद BL L4 | English,"rahm , ali and two of their friends from class vii cornered me after school to ask about you know what"
2175,थोड़ी सी मदद BL L4 | English,do you know what happened yesterday
2174,थोड़ी सी मदद BL L4 | English,why will you continue going to whatever school you went to earlier
2173,थोड़ी सी मदद BL L4 | English,why did you come to our school
2172,थोड़ी सी मदद BL L4 | English,they stare at me too because i have to hang around with you and be your mentor
2171,थोड़ी सी मदद BL L4 | English,"yours sincerely , me hi again , ma says that it is not good to stare at people , but i can see that everyone stares at you"
2170,थोड़ी सी मदद BL L4 | English,"see , you made me lie to my friends"
2169,थोड़ी सी मदद BL L4 | English,how can i not know
2168,थोड़ी सी मदद BL L4 | English,"i told them that i did not know what they were talking about , but that is not true"
2167,थोड़ी सी मदद BL L4 | English,"ali and rahm and sumi and rani , they kept asking me about it when we were going home from school"
2166,थोड़ी सी मदद BL L4 | English,"anyway , she did not tell me anything about that"
2165,थोड़ी सी मदद BL L4 | English,"i did not know what a mentor is , so i looked it up in the dictionary"
2164,थोड़ी सी मदद BL L4 | English,miss told me that i had to be your mentor and show you around because you are a new student
2163,थोड़ी सी मदद BL L4 | English,and it is not like you are ever going to see this letter
2162,थोड़ी सी मदद BL L4 | English,"dear… well , you know who you are"
2086,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"but at least i am okay , thought the wild cats"
2085,हमें तो कोई दिक्कत नहीं है! BL L3 | English,too bad for the turtles
2084,हमें तो कोई दिक्कत नहीं है! BL L3 | English,but the big rock does not look so big now – the water has almost covered it
2083,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"all we know is that the sand used to reach to the big rock , said the big , old turtle"
2082,हमें तो कोई दिक्कत नहीं है! BL L3 | English,asked the wild cats
2081,हमें तो कोई दिक्कत नहीं है! BL L3 | English,where did it go
2080,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"there is hardly enough sand left for us , said the turtles , who laid their eggs on the sandy beach"
2079,हमें तो कोई दिक्कत नहीं है! BL L3 | English,you always seemed happy here
2078,हमें तो कोई दिक्कत नहीं है! BL L3 | English,asked the wild cats
2077,हमें तो कोई दिक्कत नहीं है! BL L3 | English,why
2076,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"but one day , the turtles started to pack up and leave"
2075,हमें तो कोई दिक्कत नहीं है! BL L3 | English,everyone soon forgot about the whales
2074,हमें तो कोई दिक्कत नहीं है! BL L3 | English,they should be more like me
2073,हमें तो कोई दिक्कत नहीं है! BL L3 | English,i do not mind if it is too hot or cold
2072,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"picky , picky , muttered una to herself"
2071,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"at least i am okay , the turtles thought"
2070,हमें तो कोई दिक्कत नहीं है! BL L3 | English,but they did not think too much about it
2069,हमें तो कोई दिक्कत नहीं है! BL L3 | English,the turtles would miss the beautiful songs sung by the whales
2068,हमें तो कोई दिक्कत नहीं है! BL L3 | English,the whales liked to live in cool waters and the water here was now too warm
2067,हमें तो कोई दिक्कत नहीं है! BL L3 | English,we will have to go further north where it is cooler
2066,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"the water has become a bit too warm for us , said the whales"
2065,हमें तो कोई दिक्कत नहीं है! BL L3 | English,it is quite nice here
2064,हमें तो कोई दिक्कत नहीं है! BL L3 | English,asked the turtles
2063,हमें तो कोई दिक्कत नहीं है! BL L3 | English,why
2062,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"one day , the whales who spent most of the year in nearby waters announced that they were going to live someplace else"
2061,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"slowly , the climate began to change , but the animals were not really paying attention"
2060,हमें तो कोई दिक्कत नहीं है! BL L3 | English,but una thought her ways were the best
2059,हमें तो कोई दिक्कत नहीं है! BL L3 | English,all the animals had ways they liked to do things
2058,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"i do , thought una"
2057,हमें तो कोई दिक्कत नहीं है! BL L3 | English,can they go to the stream by themselves
2056,हमें तो कोई दिक्कत नहीं है! BL L3 | English,why do they always have to do everything together
2055,हमें तो कोई दिक्कत नहीं है! BL L3 | English,sometimes una thought that the others were a bit silly
2054,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"she rather liked it – she could do whatever she wanted , whenever she wanted"
2053,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"she did not spend too much time with the other animals , and got used to being alone"
2052,हमें तो कोई दिक्कत नहीं है! BL L3 | English,the climb up and down the rocky mountain trails was long and difficult
2051,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"una lived high above the others , on top of a mountain"
2050,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"there was clear , cool water for everyone"
2049,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"there was grass for the rabbits and the deer , insects for the birds and the bears to snack on , and fish for the crocodiles and wild cats"
2048,हमें तो कोई दिक्कत नहीं है! BL L3 | English,the animals loved sakuland
2047,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"it stretched from the shores of the sea to the forests , from the valleys to the mountain"
2046,हमें तो कोई दिक्कत नहीं है! BL L3 | English,sakuland was a wonderful country
2045,हमें तो कोई दिक्कत नहीं है! BL L3 | English,"una , the mountain goat , lived in sakuland"
2044,ऊदबिलाव बनने के गुण BL L3 | English,"and remember , the river will always be your home"
2043,ऊदबिलाव बनने के गुण BL L3 | English,you have to learn quickly and trust your instincts
2042,ऊदबिलाव बनने के गुण BL L3 | English,"your favourite sandbank may disappear tomorrow , just as it may return after the rainy season"
2041,ऊदबिलाव बनने के गुण BL L3 | English,the river will keep changing
2040,ऊदबिलाव बनने के गुण BL L3 | English,"do not be curious about shiny , metallic objects"
2039,ऊदबिलाव बनने के गुण BL L3 | English,stay away from anything that does not belong to the river—it could be a trap
2038,ऊदबिलाव बनने के गुण BL L3 | English,"keep away from him , and he will keep away from you"
2037,ऊदबिलाव बनने के गुण BL L3 | English,"like us , the fisherman needs to catch fish to feed his family"
2036,ऊदबिलाव बनने के गुण BL L3 | English,"the fisherman can be your friend , but watch out for his nets"
2035,ऊदबिलाव बनने के गुण BL L3 | English,do not disturb them
2034,ऊदबिलाव बनने के गुण BL L3 | English,the mugger crocodiles prefer to be left alone
2033,ऊदबिलाव बनने के गुण BL L3 | English,"you will have to share the river with large herons , shy turtles , peaceful pelicans , honking ducks and moody mugger crocodiles"
2032,ऊदबिलाव बनने के गुण BL L3 | English,learn to share your space
2031,ऊदबिलाव बनने के गुण BL L3 | English,"here , you will have sand to dig , places to hide , and rocks to nap on"
2030,ऊदबिलाव बनने के गुण BL L3 | English,the river is also your playground
2029,ऊदबिलाव बनने के गुण BL L3 | English,"listen to the elders , for they know the river well"
2028,ऊदबिलाव बनने के गुण BL L3 | English,the elders of the family will guard the pups
2027,ऊदबिलाव बनने के गुण BL L3 | English,you will also protect each other
2026,ऊदबिलाव बनने के गुण BL L3 | English,you will hunt and play together
2025,ऊदबिलाव बनने के गुण BL L3 | English,"you will live in a group , as a family"
2024,ऊदबिलाव बनने के गुण BL L3 | English,"it is here , on the banks of the river , that you will dig a den for your family"
2023,ऊदबिलाव बनने के गुण BL L3 | English,the river is your home
2022,ऊदबिलाव बनने के गुण BL L3 | English,"but remember , never eat dead fish"
2021,ऊदबिलाव बनने के गुण BL L3 | English,not all of them are easy to catch
2020,ऊदबिलाव बनने के गुण BL L3 | English,"you will find small fish and large fish and fish that look like snakes , and even some with cat - like whiskers"
2019,ऊदबिलाव बनने के गुण BL L3 | English,you will grow to like fishy smells and smelly fish
2018,ऊदबिलाव बनने के गुण BL L3 | English,know your fish
2017,ऊदबिलाव बनने के गुण BL L3 | English,it is waterproof and will help keep you warm when swimming in cold waters
2016,ऊदबिलाव बनने के गुण BL L3 | English,look after your fur coat
2015,ऊदबिलाव बनने के गुण BL L3 | English,"your webbed feet and long , paddle - like tail will help you"
2014,ऊदबिलाव बनने के गुण BL L3 | English,"well enough to catch fish , and escape from danger"
2013,ऊदबिलाव बनने के गुण BL L3 | English,learn to swim well
2012,ऊदबिलाव बनने के गुण BL L3 | English,learn to swim
2011,यह कैसी गंध है? BL L3 | English,brother runs away while pa cleans up the mess
2010,यह कैसी गंध है? BL L3 | English,tara is sure she can never eat eggs again
2009,यह कैसी गंध है? BL L3 | English,"these have gone bad too , says pa"
2008,यह कैसी गंध है? BL L3 | English,oh no
2007,यह कैसी गंध है? BL L3 | English,shouts tara
2006,यह कैसी गंध है? BL L3 | English,"brother , now it smells even worse"
2005,यह कैसी गंध है? BL L3 | English,brother picks up an egg and drops it
2004,यह कैसी गंध है? BL L3 | English,we cannot eat them
2003,यह कैसी गंध है? BL L3 | English,"yes , they are rotten , says ma"
2002,यह कैसी गंध है? BL L3 | English,"asks tara , sadly"
2001,यह कैसी गंध है? BL L3 | English,have the vegetables gone bad too
2000,यह कैसी गंध है? BL L3 | English,you will fall sick if you eat it
1999,यह कैसी गंध है? BL L3 | English,"do not touch it , says pa"
1998,यह कैसी गंध है? BL L3 | English,"fuzzy , says brother , curiously"
1997,यह कैसी गंध है? BL L3 | English,"that is mold , says pa , it grows on the bread"
1996,यह कैसी गंध है? BL L3 | English,"yes , do you see that green stuff"
1995,यह कैसी गंध है? BL L3 | English,asks tara
1994,यह कैसी गंध है? BL L3 | English,has the bread gone bad
1993,यह कैसी गंध है? BL L3 | English,"milk needs to be kept cold to stay fresh , says pa"
1992,यह कैसी गंध है? BL L3 | English,asks ma
1991,यह कैसी गंध है? BL L3 | English,"yes , can you smell how sour it is"
1990,यह कैसी गंध है? BL L3 | English,asks tara
1989,यह कैसी गंध है? BL L3 | English,has the milk gone bad
1988,यह कैसी गंध है? BL L3 | English,"without the cold air , everything spoiled , says ma , glumly"
1987,यह कैसी गंध है? BL L3 | English,"the fridge stopped working some time ago , pa explains"
1986,यह कैसी गंध है? BL L3 | English,asks tara
1985,यह कैसी गंध है? BL L3 | English,what happened
1984,यह कैसी गंध है? BL L3 | English,"hmm , it is warm inside and the light is off , says ma , sticking her arm into the fridge"
1983,यह कैसी गंध है? BL L3 | English,everyone covers their noses and mouths
1982,यह कैसी गंध है? BL L3 | English,ma opens the fridge
1981,यह कैसी गंध है? BL L3 | English,"let us open the fridge and see what is inside , says ma"
1980,यह कैसी गंध है? BL L3 | English,"scared , says brother , hugging ma"
1979,यह कैसी गंध है? BL L3 | English,gasps tara
1978,यह कैसी गंध है? BL L3 | English,a stinky fridge monster
1977,यह कैसी गंध है? BL L3 | English,"it is coming from there , says pa , pointing at the fridge"
1976,यह कैसी गंध है? BL L3 | English,pa checks the kitchen
1975,यह कैसी गंध है? BL L3 | English,tara checks the dining room
1974,यह कैसी गंध है? BL L3 | English,brother checks the bathroom
1973,यह कैसी गंध है? BL L3 | English,ma checks the bedroom
1972,यह कैसी गंध है? BL L3 | English,where is the smell coming from
1971,यह कैसी गंध है? BL L3 | English,the whole house smells
1970,यह कैसी गंध है? BL L3 | English,"it is hot , dark and stinky"
1969,यह कैसी गंध है? BL L3 | English,yells brother
1968,यह कैसी गंध है? BL L3 | English,a monster
1967,यह कैसी गंध है? BL L3 | English,cries tara
1966,यह कैसी गंध है? BL L3 | English,what is that smell
1965,यह कैसी गंध है? BL L3 | English,very wrong
1964,यह कैसी गंध है? BL L3 | English,"as soon as tara , brother , ma and pa enter the house , they know that something is wrong"
1963,यह कैसी गंध है? BL L3 | English,"fried rice , brother echoes"
1962,यह कैसी गंध है? BL L3 | English,asks tara
1961,यह कैसी गंध है? BL L3 | English,"pa , can you make fried rice"
1960,यह कैसी गंध है? BL L3 | English,says pa
1959,यह कैसी गंध है? BL L3 | English,i will cook dinner
1958,यह कैसी गंध है? BL L3 | English,"we have milk , eggs , bread and vegetables in the fridge , says ma"
1957,यह कैसी गंध है? BL L3 | English,"also hungry , he says loudly"
1956,यह कैसी गंध है? BL L3 | English,brother rubs his stomach
1955,यह कैसी गंध है? BL L3 | English,i am hungry
1954,यह कैसी गंध है? BL L3 | English,tara nods
1953,यह कैसी गंध है? BL L3 | English,says ma
1952,यह कैसी गंध है? BL L3 | English,"it is good to be back , right tara"
1951,यह कैसी गंध है? BL L3 | English,tara and her family are home
1950,मेरी सहेली BL L1 | English,we will play again in my dreams
1949,मेरी सहेली BL L1 | English,but i do not mind at all
1948,मेरी सहेली BL L1 | English,"in the morning , my friend will go back into the mirror"
1947,मेरी सहेली BL L1 | English,"when i talk to her , she also talks to me"
1946,मेरी सहेली BL L1 | English,"we play , we run , we shout and scream together"
1945,मेरी सहेली BL L1 | English,and we have fun
1944,मेरी सहेली BL L1 | English,she comes out of the mirror in my sleep
1943,मेरी सहेली BL L1 | English,i go to sleep
1942,मेरी सहेली BL L1 | English,i am not happy
1941,मेरी सहेली BL L1 | English,she does not come out
1940,मेरी सहेली BL L1 | English,"come out , i tell her , we will play"
1939,मेरी सहेली BL L1 | English,my friend lives inside the mirror
1938,मेरी सहेली BL L1 | English,but i cannot hear her voice
1937,मेरी सहेली BL L1 | English,"when i cry , she cries too"
1936,मेरी सहेली BL L1 | English,"when i am happy , so is she"
1935,मेरी सहेली BL L1 | English,she lives in my house
1934,मेरी सहेली BL L1 | English,i have a friend
1866,खरगोश के लम्बे कान BL L2 | English,since that day the rabbits tail is short and his ears long
1865,खरगोश के लम्बे कान BL L2 | English,"his ears had become very , very long after the jackal had pulled them"
1864,खरगोश के लम्बे कान BL L2 | English,his tail got cut and was left behind in the hole
1863,खरगोश के लम्बे कान BL L2 | English,the rabbit yelled in pain and jumped
1862,खरगोश के लम्बे कान BL L2 | English,"when he saw the tail move , the crab bit the rabbits tail again"
1861,खरगोश के लम्बे कान BL L2 | English,the jackal caught him by the ears and pulled with all his might
1860,खरगोश के लम्बे कान BL L2 | English,"my tail is caught inside , pull me out"
1859,खरगोश के लम्बे कान BL L2 | English,"the rabbit gasped , do not just look at me"
1858,खरगोश के लम्बे कान BL L2 | English,the jackal heard him and came running to him
1857,खरगोश के लम्बे कान BL L2 | English,the poor rabbit cried loudly
1856,खरगोश के लम्बे कान BL L2 | English,the crab bit his tail hard and held it tight
1855,खरगोश के लम्बे कान BL L2 | English,"when his hand could not reach the crab , the rabbit put his tail into the hole"
1854,खरगोश के लम्बे कान BL L2 | English,he carefully put his hand in the hole which was quite deep
1853,खरगोश के लम्बे कान BL L2 | English,"this will be perfect , thought the rabbit"
1852,खरगोश के लम्बे कान BL L2 | English,he peeped in and saw a fat crab sitting inside
1851,खरगोश के लम्बे कान BL L2 | English,the rabbit soon spotted a hole in the mud
1850,खरगोश के लम्बे कान BL L2 | English,the rabbit went in one direction and the jackal in another
1849,खरगोश के लम्बे कान BL L2 | English,both the friends set off to find a crab
1848,खरगोश के लम्बे कान BL L2 | English,"the rabbit said , let us go and get a crab for her"
1847,खरगोश के लम्बे कान BL L2 | English,now she says she could eat a crab
1846,खरगोश के लम्बे कान BL L2 | English,she does not feel like eating anything
1845,खरगोश के लम्बे कान BL L2 | English,"the jackal called the rabbit and said , my wife has fever"
1844,खरगोश के लम्बे कान BL L2 | English,one day the jackals wife was not feeling well
1843,खरगोश के लम्बे कान BL L2 | English,a jackal and a rabbit were the best of friends
1842,मेरे पलंग के नीचे BL L2 | English,and dream about real tigers in a jungle
1841,मेरे पलंग के नीचे BL L2 | English,now i will sleep
1840,मेरे पलंग के नीचे BL L2 | English,ma gets me some water
1839,मेरे पलंग के नीचे BL L2 | English,i got scared for nothing
1838,मेरे पलंग के नीचे BL L2 | English,its buttons shine like a tigers eyes
1837,मेरे पलंग के नीचे BL L2 | English,this is my thick yellow and black sweater
1836,मेरे पलंग के नीचे BL L2 | English,"hey , this is no tiger"
1835,मेरे पलंग के नीचे BL L2 | English,ma bends and pulls the tiger out from under the bed
1834,मेरे पलंग के नीचे BL L2 | English,i point towards the tiger
1833,मेरे पलंग के नीचे BL L2 | English,asks ma
1832,मेरे पलंग के नीचे BL L2 | English,did you call me
1831,मेरे पलंग के नीचे BL L2 | English,what happened dear
1830,मेरे पलंग के नीचे BL L2 | English,ma is standing at the door
1829,मेरे पलंग के नीचे BL L2 | English,then someone turns on the light
1828,मेरे पलंग के नीचे BL L2 | English,but i am not sleepy any more
1827,मेरे पलंग के नीचे BL L2 | English,should i just go back to sleep
1826,मेरे पलंग के नीचे BL L2 | English,what if the tiger roars
1825,मेरे पलंग के नीचे BL L2 | English,should i call ma
1824,मेरे पलंग के नीचे BL L2 | English,now what should i do
1823,मेरे पलंग के नीचे BL L2 | English,there is a tiger under my bed
1822,मेरे पलंग के नीचे BL L2 | English,oh my goodness
1821,मेरे पलंग के नीचे BL L2 | English,i start looking for my slippers under the bed
1820,मेरे पलंग के नीचे BL L2 | English,i want to get some water
1819,मेरे पलंग के नीचे BL L2 | English,i wake up at night feeling thirsty
1506,घर BL L1 | English,come soon
1505,घर BL L1 | English,you must come and visit my home
1504,घर BL L1 | English,"when we have important guests , we bring out the chairs"
1503,घर BL L1 | English,"when it is hot , we use a fan"
1502,घर BL L1 | English,"when it is cold , we bring out quilts"
1501,घर BL L1 | English,tasty food is cooked in the kitchen
1500,घर BL L1 | English,my mother and grandmother keep their saris in the trunk
1499,घर BL L1 | English,but his helmet is on the cupboard
1498,घर BL L1 | English,my father keeps his motorcycle outside
1497,घर BL L1 | English,we also keep our mats there
